index,an_base,nm_programa,nm_producao,nm_subtipo_producao,ds_abstract,nm_discente,nm_area_conhecimento,nm_area_avaliacao,nm_orientador
1374973,2016,HISTORIA,MEMÓRIAS GUARDADAS: UMA ANÁLISE DAS OBRAS RARAS DA BIBLIOTECA CENTRAL DA UNIMONTES E DA BIBLIOTECA NACIONAL - 1962 A 2015,DISSERTAÇÃO,"THIS WORK IS ABOUT THE HISTORY OF LIBRARY BOOKS. IT ADDRESSED ISSUES BEYOND THE MATERIALITY OF PRINTED BOOK AND ITS TRAJECTORY HAVING AS REFERENCE THE NEWS APPROACHES, HISTORIOGRAPHICAL AND ESTABLISHED MAJOR ELEMENTS FOR THE TRANSFORMATION OF THE MANUSCRIPT TO THE PRINTED BOOK CULTURE.IT HAS SHOWN HOW THE PROFOUND CHANGES THAT THIS INSTRUMENT OF SOCIAL VALUE CAUSED IN EUROPEAN CULTURE SINCE THE TIME OF GUTENBERG, IN OTHER WORDS, FROM THE HALF OF THE CENTURY XV, THE MOMENT THAT THE BOOK COMES UP AS AN INTELLECTUAL PRODUCT AND A FEARED AND DESIRED POWER, CONTAINING KNOWLEDGE AND INDIVIDUAL OR COLLECTIVE EXPRESSIONS BOTH IN ITS SIZE HANDLABLE OBJECT SUCH AS CONTENT CARRIER. WE ALSO MADE NOTES ON THE RARE BOOK AS A RESEARCH TOOL, HISTORICAL SOURCE AND MEMORY; THE BOOK WHILE DIFFUSER OF KNOWLEDGE AND KNOWING; AND WE EMPHASIZED THE SUBVERSIVE POWER OF THE BOOK, OBJECT OF CENSORSHIP, AND CONSEQUENTLY ITS PROHIBITION AND/OR ITS DESTRUCTION. WE ANALYZED FURTHER CLARIFICATION ABOUT THE ACTUAL ORIGINS AND OUR WAY OF LIVING AND THINKING ON THESE LAST FIVE CENTURIES THAT WHEREIN THE FACE OF THE WORLD WAS TRANSFORMED BY THE PRINTED BOOK. OUR STUDY AIMED TO THINK THE PUBLIC COLLECTION AND AVAILABLE TO RESEARCH OF THE UNIMONTES LIBRARY, SPECIFICALLY THE PART OF THE RARE BOOKS SECTOR COLLECTION AND SPECIAL. WITH THE SAME PURPOSE WE ALSO REFLECTED, LIKEWISE, THE NATIONAL LIBRARY OF BRAZIL, TO THE IMPORTANCE OF THEIR ROLE AND CONCERN WITH THE GUARD OF THE PRECIOUS RARE COLLECTION AND THE NATIONAL MEMORY. THUS, WE SELECT, RARE BOOKS, OF UNIMONTES LIBRARY, O LIVRO DE VITA CHRISTI (EDITION FAC-SIMILAR 1495) AND OF OTHER BRAZILIAN NATIONAL LIBRARY, THE “BIBLIA DE MOGÚNCIA”, DATED 1462, TO HELP AND SHOW THE RELEVANCE THE MEMORY PLACES, WHERE HISTORICAL SOURCES WERE FOUND AVAILABLE FOR RESEARCH AND PRODUCTION POSSIBILITIES OF SCIENTIFIC KNOWLEDGE IN SPECIAL HISTORICAL. WE INTRODUCED THE HISTORIC OF THE TWO INSTITUTIONS, - THE NATIONAL LIBRARY, AND THE CENTRAL LIBRARY OF UNIMONTES AND ALSO AN ANALYSIS OF ""HISTORICAL SOURCES”- RARE BOOKS - CHOSEN FOR STUDY BECAUSE THEY HAVE THE “BONDS” THAT THAT REVEAL A RELIGIOUS DOMAIN FIELD AND TREAT CHRIST'S LIFE. WE EXPLORE THE WORK OF THE LIBRARY UNIMONTES - O LIVRO DE VITA CHRISTI - OUR SOURCE OF RESEARCH ABOUT THE BIBLIA MOGÚNCIA. THE STUDY OF THESE SOURCES IS ONLY IN SAMPLES OF THE POSSIBILITIES OF THESE SPACES, JUSTIFIED BY THE HISTORIAN NEEDS, TO ELECT THEIR SOURCES, PROBLEMS AND ISSUES BECAUSE OF THE INABILITY TO DEAL WITH ALL OF THEM - THE LARGE VOLUME AND VARIETY OF THEMES -, AS IS OUR CASE. IN THE END, READING, INVESTIGATE THESE SOURCES – RARE BOOKS - AND ALLLOWED TO EXTRACT INFORMATION ABOUT RELEVANT FACTS OF PAST TO CHECK HOW THESE WORKS INTERACT WITH EACH OTHER.",ROSELI APARECIDA DAMASO MESSIAS GARCIA,HISTÓRIA,HISTÓRIA,FILOMENA LUCIENE CORDEIRO
1375502,2016,HISTORIA,“MENINA-MENINO”: AS SEXUALIDADES DESVIANTES E A PRODUÇÃO DO ANORMAL CONTEMPORÂNEO,DISSERTAÇÃO,"THIS RESEARCH FOCUSES ON THE ANALYSIS OF THE REPRESENTATION OF SEXUALITY AS A PROCESS OF SOCIAL FRAMEWORK TO A HETERONORMATIVE STANDARD, IN THE MOVIES MA VIE EN ROSE (1997) AND TOMBOY (2011). THE OBJECTIVE IS TO SHOW THE VARIOUS FORMS OF SOCIAL REPRESENTATIONS, IN WHICH THE MOST SIGNIFICANT EFFECT IS THE FRAMEWORK OF SUBJECTS TO A HETERONORMATIVITY PATTERN, FOUNDED FROM A DISCOURSE OF TRUTH ABOUT SEX. WE HAVE QUESTIONED THE ATTEMPTED OF STANDARDIZATION CARRIED OUT IN VARIOUS SCENES IN THE FILM IN ORDER TO UNDERSTAND, FIRST, THE MOVEMENT WHICH MAKES IT POSSIBLE TO INSTITUTIONS TO EXERT A CRUCIAL ROLE IN THE NORMALIZATION OF BEHAVIOR OF INDIVIDUALS - MORE SPECIFICALLY IN THEIR SELF-AWARENESS ABOUT SEXUALITY, AND, ON THE OTHER HAND, TO SHOW THE POSSIBLE FORMS OF RESISTANCE OF SUBJECTS TO FIT WITHIN THE HETERONORMATIVITY PATTERN. INVESTIGATING SUCH REPRESENTATIONS OF SEXUALITY REVEALS THE PARTICULAR IMPORTANCE CONSIDERING THE PRESSURES EXERTED ON INDIVIDUALS WHO ARE AGAINST A HETERONORMATIVE REGIME WITH PRACTICES MARKED BY PREJUDICE AND ASSAULTS ON INDIVIDUALITY. WE FOLLOWED A PATH THAT BEGINS IN THE GENEALOGY OF ABNORMALITY TO CHECK THE CONDITIONS THAT MADE POSSIBLE THE EMERGENCE OF DISCOURSE ABOUT THE ABNORMAL INDIVIDUAL TO, FROM THE UNDERSTANDING OF HOW THIS WAS FORMED AND SOLIDIFIED, UNDERSTAND HOW IT IS POSSIBLE THAT IT STILL ECHOES TODAY, FOCUSING ON INDIVIDUALS WHOSE SEXUAL PRACTICES ESCAPE THE HEGEMONIC SOCIAL NORM.",JOANNA RIBEIRO NOGUEIRA,HISTÓRIA,HISTÓRIA,ILDENILSON MEIRELES BARBOSA
1376867,2016,HISTORIA,"CAMINHOS ENTRECRUZADOS: HISTÓRIA, ESCRAVIDÃO E LITERATURA EM ÚRSULA (1859) E AS VÍTIMAS ALGOZES: QUADROS DA ESCRAVIDÃO (1869) UNIVERSIDADE",DISSERTAÇÃO,"BY THE PATH CRISSCROSSED OF HISTORY AND LITERATURE, THIS RESEARCH AIMS TO COMPARE LITERARY WORKS URSULA (1859) AND AS VÍTIMAS ALGOZES: QUADROS DA ESCRAVIDÃO (1869), REGARDING THE ABOLITIONIST IDEAS OF AUTHORS ABOUT SLAVERY, AND HOW THE TO WRITERS WORK THE SAME THEME WITH DIFFERENT VIEWS. TAKING AS REFERENCE THE THEORETICAL HISTORIAN ROGER CHARTIER, WE SEEK A DIALOGUE WITH THE WORKS TO BETTER UNDERSTAND HOW MARIA FIRMINA DOS REIS AND JOAQUIN MANUEL DE MACEDO REPRESENT THEIR CHARACTERS SLAVES. ALSO WE DIALOGUED WITH HISTORIOGRAPHY AS A WAY TO SEE HOW THE CHARACTERS ARE INSERTED OR DISTANCING OF THE HISTOGRAPHICAL DEBATE ABOUT SLAVERY. SHOWING THE ANTAGONISM OF THE AUTHORS PRESENTS IN THE WORKS DISCUSSED THE ABOLITIONIST IDEAS OF THE NINETEENTH CENTURY AND ITS AGENTS, ALWAYS DIALOGUING WITH THE CONTEXT IN WHICH THE WORKS WERE WRITTEN. KEYWORD: LITERATURE, ABOLITION, HISTORY, SLAVERY.",ROSANGELI DE FATIMA BATIGUIANI,HISTÓRIA,HISTÓRIA,REGINA CELIA LIMA CALEIRO
1377108,2016,HISTORIA,HISTÓRIA E TELENOVELAS: UMA ANÁLISE DA VIOLÊNCIA DOMÉSTICA EM FINA ESTAMPA,DISSERTAÇÃO,"THIS THESIS CONSISTS ON THE ANALYSIS OF REPRESENTATION OF THE DOMESTIC VIOLENCE AGAINST WOMEN IN BRAZILIAN MEDIA, FOCUSING ON SOUP OPERAS, WHICH ARE PRODUCTS WITH HIGH AGGREGATED VALUE AND HIGHER AUDIENCE IN BRAZIL. THAT KIND OF VIOLENCE IS OFTEN PRESENT IN THE SOCIETY ON A MASQUERADE FORM BECAUSE IT HAS AS BASE A PATRIARCHAL CULTURE, WHICH CONSIDERS THE MAN AS THE SOLE PROVIDER OF SUPPORT AND SAFETY TO THE FAMILY. THUS, HE HAS THE POWER OF SUBJUGATING OTHER MEMBERS, THAT IS, THOSE THAT BY CHANCE DO NOT SHARE THE HOUSEHOLD EXPENSES, WHO THEN HAVE THE DUTY TO SUBMIT THEMSELVES TO HIS WILLINGNESS. THIS STUDY IS BASED ON THE REPRESENTATION OF DOMESTIC VIOLENCE IN SOUP OPERAS SINCE IT INTERFERES ON A POSITIVE WAY IN COMBATING AGAINST THIS KIND OF VIOLENCE. IN ORDER TO UNDERSTAND HOW DOMESTIC VIOLENCE IS REPRESENTED IN BRAZILIAN MEDIA WE HAVE CHOSEN PROGRAMS EXHIBITED BY THE TV TRANSMISSION NETWORK GLOBO AS THEY HAVE BEEN APPROACHING THAT THEME THROUGHOUT TIME. THUS, WE HAVE CHOSEN AS THE MAIN OBJECT OF ANALYSIS OF REPRESENTATION OF DOMESTIC VIOLENCE THE SOUP OPERA FINA ESTAMPA, WHICH WAS EXHIBITED BETWEEN 2011 AND 2012. MOREOVER, WE HAVE ALSO OBSERVED OTHER PROGRAMS OF THE GLOBO NETWORK, WHICH HAVE ENCOMPASSED SUCH THEMATIC AS WELL, ESPECIALLY MULHERES APAIXONADAS, A SOUP OPERA EXHIBITED (2003) BEFORE THE CREATION OF THE “LAW MARIA DA PENHA”, WITH THE PURPOSE OF COMPARING BOTH REPRESENTATIONS OF DOMESTIC VIOLENCE IN BRAZILIAN SOUP OPERAS. WE BELIEVE THAT THE MEDIA, AND MAINLY THE SOUP OPERAS, ARE PROMISSIVE SOURCES IN THE COMBAT OF DOMESTIC VIOLENCE, SUCH AS CONSIDERED BY ESTHER HAMBURGER THAT “SOUP OPERA IS ONE OF THE MOST IMPORTANT SPACES OF QUESTIONING OF BRAZIL”. THEREFORE, WE UNDERSTAND THAT THE BRAZILIAN SOUP OPERAS, BESIDES ENTERTAINMENT, PUT FORWARD DEBATES ABOUT EVERYDAY LIFE THEMES. IN OTHER WORDS, THEY DEVELOPSOCIO-EDUCATIONAL ACTIONS, THUS PLAYING THE IMPORTANT ROLE OF INSTIGATING CITIZENSHIP.",DALENE MACIEL GONCALVES,HISTÓRIA,HISTÓRIA,CESAR HENRIQUE DE QUEIROZ PORTO
1377328,2016,HISTORIA,GOIÂNIA: O CHÃO VERMELHO EM QUE TODOS PISAM – HISTÓRIA DA CIDADE POR MEIO DE ELI BRASILIENSE E HÉLIO OLIVEIRA,DISSERTAÇÃO,"HE RESEARCH AIMS TO DISCUSS EVERYDAY LIFE DURING THE CONSTRUCTION PROCESS, STRUCTURING AND CONSOLIDATION OF GOIÂNIA, THE NEW CAPITAL OF THE STATE OF GOIÁS, FOUNDED IN 1937. TO GET THE RESULTS WE DO A BRIEF HISTORY OF THE FORMATION OF THE STATE OF GOIÁS, PASSING BY MUDANCISTAS SPEECHES IN THE CAPITAL, THE CONSTRUCTION OF THE CITY AND COMING TO YOUR CONFIGURATION IN THE 1950. THEN WE DISCUSS OUR SOURCES AND THEIR PRODUCERS, AND ADVANCING ON SOME THEMES FOR THEM HAS WORKED ON ANALYZING AND INTERPRETING THE WORDS OF JOVIAN, THE NARRATOR CHARACTER WHO LEADS US THROUGH THE HISTORY OF EVERYDAY LIFE GOIANIENSE IN THE YEARS 1950 AND, THROUGH MEMORY, THE PREVIOUS DECADES OF BUILDING OF THE CAPITAL. WE TAKE AS PRIMARY SOURCE OF WORK THE BOOK OF ELI BRASILIENSE, GROUND RED (2002), RICO IN DEPICTIONS OF LIFE AND THE CONDITIONS OF EXISTENCE OF A PORTION OF THE POPULATION THAT CAME TO GOIÂNIA. ALONG THE NOVEL BRING THE WORK OF THE PHOTOGRAPHER HÉLIO DE OLIVEIRA, CALLED I SAW GOIÂNIA GROW (2008) AS SECONDARY SOURCE OF THIS STUDY, BECAUSE IT PORTRAYED GOIÂNIA IN THE 1950. AS A RESULT OF THIS RESEARCH WAS BORN EVEN A BOOK READER THAT HAS BEEN DESIGNED WITH THE PURPOSE OF HELPING TEACHERS AND STUDENTS THEMSELVES TO THINK IN THE FORMATION OF GOIÁS, GOIÂNIA AND HIS PEOPLE. THROUGH WORK, WE REALIZED THAT EACH AUTHOR SHOWS THE CITY DIFFERENTLY, BUT DESPITE THEIR DIFFERENCES, HAVE BEEN REPRESENTATIONS THAT APPROACH AND ARE, AS ENTERED IN THE SAME SPACE OF SIGNIFICATION.",MARCOS ROSSINY LEANDRO,HISTÓRIA,HISTÓRIA,VALDECI REZENDE BORGES
1377527,2016,HISTORIA,A COR DA TERNURA. OS DESAFIOS DE SER PROFESSOR(A) NEGRO(A) NO SISTEMA EDUCACIONAL PÚBLICO DO SUDESTE GOIANO,DISSERTAÇÃO,"THE THEME OF THIS WORK IS THE RACIAL ETHNIC DISCRIMINATION SUFFERED BY BLACK TEACHERS INTHE MICRO REGION OF GOIÁS SOUTHEAST. THE AIM IS TO DESCRIBE AND ANALYZE THE TRAJECTORY OF PROFESSIONAL LIFE OF TEACHERS (AS) BLACK (AS), PASSING THROUGH A PROCESS OF EXPOSING, SHOW, LET THE VIEW THESE PEOPLE AND THEIR STORIES. OUR WORK IS ALSO AN EXERCISETO TELL THE STORIES THAT HAD NOT BEEN COUNTED IN THIS WAY, WE SEE THAT THIS RESEARCH OPPORTUNITY IS ALSO THE BIAS TO THE SPREAD OF THESE STORIES AND THESE MEMORIES, SHOWING THE NARRATIVES OF THE SUBJECTS THEMSELVES TO OTHER POSSIBLE DOCUMENTATION . THE SOURCE THAT GIVES US INPUT IT COMES TO STORIES OF LIFE BEFORE THAT, WE REALIZED THAT WORKING WITH LIFE STORIES HAS BEEN A RESEARCH RESOURCE THAT HAS EXPANDED AND GENERATED SIGNIFICANT CONTRIBUTION TO BETTER UNDERSTAND THE TEACHER'S CONDITION, AND IN OUR CASE, THE TEACHERS AND BLACK TEACHERS IN OUR PRESENT DAY. WE DEAL WITH WRAPPED QUESTIONING OF THE RACIAL DEMOCRACY MYTH FROM FACTS EXPERIENCED BY OUR RESPONDENTS, WE NOTED THAT RACIAL DEMOCRACY IS AN UNTRUTH YET.",JANAINA NAYARA DE PAULA,HISTÓRIA,HISTÓRIA,MARCIA PEREIRA DOS SANTOS
1377625,2016,HISTORIA,NOVOS CAMINHOS DE ENSINO: A ATUAÇÃO DO PROFESSOR DE HISTÓRIA NO ENSINO MÉDIO NOTURNO,DISSERTAÇÃO,"THIS IS A RESEARCH REPORT WHICH CONTAINS THE ANALYZES RELATED TO THE TEACHING OF HISTORY IN HIGH SCHOOL, WITH THE POSSIBLE ACTION TO STIMULATE THE LEARNING OF ALL STUDENTS, THE THREE YEARS CORRESPONDING TO THE MIDDLE NIGHT SCHOOL, A SCHOOL IN THE INTERIOR OF GOIÁS. WILL POINT ELEMENTS THAT PERCEIVED BY THIS RESEARCH CAN SERVE THE DEBATE, EACH MORE NECESSARY DAY, AROUND NEW WAYS OF TEACHING AND LEARNING HISTORY. FOR THIS, THE EMBASAMOS THE CONCERNS RELATED TO SCHOOL RENEWAL PROCESS AND THE NEED FOR CHANGES IN FORMS OF TEACHING HISTORY, USING FOR THIS, DISCUSSIONS ON THE EXPERIENCE OF NEW PRACTICES IN HISTORY CLASSES, RELATED TO HISTORY EDUCATION AND THE NEW FORMS OF PERCEPTION AND DIDACTIZATION OF HISTORICAL CONSCIOUSNESS. WE SEEK TO CONTRIBUTE TO THE DISCUSSIONS ON THE FORMATION OF A PROFESSOR OF HISTORY IN RELATION TO THEIR EDUCATIONAL AND TEACHING POTENTIAL, ESTABLISHING GOALS TO BE ACHIEVED IN ORDER TO REACH EXPECTATIONS FOR BETTER EDUCATION, IMPROVING SCHOOL / STUDENT RELATIONSHIP, ENCOURAGING CRITICAL AWARENESS AND RESPONSIBILITY OF THE ROLE AND THE IMPORTANCE OF USING NEW SOURCES AND METHODS FOR TEACHING HISTORY. THUS, WE PRESENT THE THEORETICAL DISCUSSIONS AND EDUCATIONAL ACTIONS AS WELL AS AN OUTLINE OF THE PERSPECTIVE OF THE STUDENTS IN RELATION TO TEACHING HAS AND WHO WOULD LIKE TO HAVE.",RENATA CRISTIANE LIMA BARBOSA,HISTÓRIA,HISTÓRIA,MARCIA PEREIRA DOS SANTOS
1378005,2016,HISTORIA,ESCOLAS DE TEMPO INTEGRAL: POSSIBILIDADES E DIFICULDADES NO ENSINO DE HISTÓRIA. UM ESTUDO DE CASO (ITUMBIARA - 2007-2013),DISSERTAÇÃO,"THIS WORK WAS MAINLY INTENDED TO REFLECT ON THE DIFFICULTIES AND POSSIBILITIES OF HISTORY TEACHING WITHIN THE FIRST FULL TIME SCHOOLS CREATED BY EDUCATION, CULTURE AND SPORT SECRETARY OF STATE (SEDUCE) IN THE CITY OF ITUMBIARA-GO. WE SEEK TO UNDERSTAND THE HISTORICAL CONSCIOUSNESS OF THE HISTORY TEACHER AND HOW THEY CAN TEACH DIFFERENTLY IN FULL TIMES SCHOOLS. GETTING TO KNOW THESE FULL TIME EDUCATION PROJECTS, WE MADE A RESUMPTION OF HISTORICAL, POLITICAL AND SOCIO-ECONOMIC CONTEXT OF EDUCATIONAL POLICIES IN BRAZIL, AFTER THE 1930S, THE TIME OF THE DISCUSSIONS AND IMPLEMENTATION OF THE FIRST FULL-TIME SCHOOLS, ALSO SEEKING TO UNDERSTAND HOW THESE INSTITUTION WORKED, AND HOW THIS PROCESS IS UNFOLDING NOWADAYS. THROUGH RESEARCH OF OFFICIAL DOCUMENTS, ORAL INTERVIEWS DONE WITH HISTORY TEACHERS TEACHING IN THESE UNITS AND BIBLIOGRAPHIC SEARCHES WE FOLLOW ED THE DAY TO DAY IN THESE SCHOOLS AND AIMED TO CONFRONT THIS REALITY WITH THE GUIDELINES PROPOSED BY THE LAWS AND IMPLEMENTED PROJECTS. REFLECTING THE POSSIBILITIES AND THE DIFFICULTIES THAT THE FULL TIME SCHOOL BROUGHT TO HISTORY TEACHING. WITH THE RESEARCH WE CONSIDERATE THE PROPOSAL FOR HISTORICAL EDUCATION AND THE FORMATION OF THE HISTORICAL CONSCIOUSNESS OF TEACHERS AND STUDENTS WITHIN THESE FULL-TIME SCHOOLS THAT HAVE GONE THROUGH A TRANSITION FROM AN EDUCATIONAL SERIES TO A FULL-TIME EDUCATION, ANALYZING THE CHANGES THAT OCCURRED IN THE PHYSICAL DEPENDENCIES IN THE PREPARATION OF TEACHERS, AND ESPECIALLY THE CHANGES THAT HAVE OCCURRED IN HISTORY TEACHING. THIS ENTIRE PROCESS OF ANALYSIS SOUGHT TO REFLECT AND DISCUSS SOLUTIONS THAT CONTRIBUTE TO A MORE MEANINGFUL EDUCATION, MAINLY WITH REGARD TO THE HISTORY OF EDUCATION AND THE FORMATION OF HISTORICAL CONSCIOUSNESS.",MARIA ESTELA GONCALVES CARDOSO,HISTÓRIA,HISTÓRIA,JEANNE SILVA
1378006,2016,HISTORIA,O USO DAS FONTES FILOSÓFICAS/LITERÁRIAS PARA O ENSINO DO RENASCIMENTO NO ENSINO MÉDIO,RELATÓRIO FINAL DE PESQUISA,"THERE ARE DIFFERENT DEBATE ABOUT THE HISTORY TEACHING THAT RUNS THROUGH DECADE THE THREAD, INSIDE THEM FIND DEBATE AS OF RUSEN (2007) IN CONNECTION THE TEACHING METHODOLOGY AND OBJECTIVE OF TEACH HISTORY. THE SUBJECT COMES SINCE THE TEACHER‟S FORMATION IN THE UNIVERSITY, UNTIL YOUR INSERTION IN THE CLASS, WITH INCORPORATION ATTEMPT THE RESEARCH MADE UNIVERSITY IN THE PEDAGOGIC-DIDACTIC ACTION FOR THAT NO DISTANCES, SERVING AS COMPLEMENTATION FORM OF THEORY WITH PRACTICE. THE WAY THAT CONTRIBUTES VERY WITH APPROXIMATION IS THE PROPOSAL BY BITTENCOURT (2011) THAT MENTIONS THE UTILIZATION DIFFERENTS LANGUAGES AND SOURCE IN THE HISTORY TEACHING IN THE CLASSROOM, SUCH AS THE USE OF LITERARY FOUNTAIN, FOR TO BRING THE STUDENTS OF HISTORY CONTENTS. THEREFORE, A FOCUS THIS RESEARCH IS IN TEACH METHOD THROUGH OF USING OF LITERARY FOUNTAIN, IN ORDER TO MAKE IT MORE ATTRACTIVE FOR STUDENTS. OTHER TEACH FOCUS IS IN THE FORMATION HISTORY THOUGHT OF RENAISSANCE BY HUMANISTS, CONTAINED IN THE PROPOSED DOCUMENTS FOR ANALYSIS, IN THE WORKSHOPS. THE PROBLEMS THAT MOVE THIS RESEARCH ARE: HOW TO RIGHT THE USE LITERARY FOUNTAIN THE HISTORY TEACHING? BECAUSE STUDENTS ARE MOTIVATED TO STUDY HISTORY IN HIGH SCHOOL? HOW TO TEACH RENAISSANCE FOR HIGH SCHOOL STUDENTS? WHICH THIS HUMANIST THOUGHT IN THE “INTRODUCTION” OF THE FOLLOWING WORKS: MADNESS PRAISE OF ERASMO OF ROTTERDAM, UTOPIA OF THOMAS MORE AND THE PRINCE OF MAQUIAVEL? THIS STUDY IT EMBASES IN THE NOTION OF HISTORIC CONSCIENCE OF RUSEN (2007), US ESTUDY OF DIDACTIC MADE FOR BITTENCOUR (2011) AND UNTIL DIDACTIC RELATIONS WITH PRACTICE TEACHING OF FONSECA (2003). BESIDES, IT SUPPLEMENT WITH THE PRACTICE OF WORKSHOPS FOR TO TEST THE FUNCTIONALLY OF TEACHING METHOD PROPOSAL THE LONG OF RESEARCH. ARRIVING THE CONCLUSION THAT TO APPROACH LITERARY FOUNTAIN IN THE HISTORY TEACHING TO TURN THE LESSONS MORE INTERESTING KEEPING ATTENTION OF STUDENTS AND PROPOSING MORE PARTICIPATION THEM IN THE CLASSROOM, STIMULATING YOUR REASONING AND CRITICAL SENSE ABOUT OF RENAISSANCE. KEYWORDS: HISTORY TEACHING; FOUNTAIN LITERARY; TEACHING PRACTICE; AND RENAISSANCE.",ISABEL ADELORADA CIAPPINA,HISTÓRIA,HISTÓRIA,TERESINHA MARIA DUARTE
1378170,2016,HISTORIA,ENFRENTANDO O SILENCIAMENTO: AS MULHERES NO ENSINO DE HISTÓRIA,RELATÓRIO FINAL DE PESQUISA,"THIS REPORT SEEKS TO INTRODUCE THE PROCESS OF THE ELABORATION AND PREPARATION OF THE SPECIAL SECTION ENTITLED FACING THE SILENCING: THE WOMEN IN THE HISTORY TEACHING, DEVELOPED DURING A PROFESSIONAL MASTER IN HISTORY, AT FEDERAL UNIVERSITY OF GOIAS, IN THE REGION OF CATALAO. THIS MATERIAL WAS PRODUCED AND PREPARED FROM THE RESEARCH ABOUT THE TOPIC “THE WOMEN’S ABSENCE ON TEXTBOOKS”, WHICH TRIGGERED A SERIE OF QUESTIONS AND DISCOVERIES, CREATING THE PERCEPTION OF THE NEED FOR A TEXTBOOK ELABORATION FROM THE RESEARCH, SUPPORTING THE TRANSFORMATIVE AND INNOVATING TEACHER’S WORK. THEREFORE, WE SOUGHT TO ASSOCIATE THEORY INTO PRACTICE, AND THEREBY, TO PROPOSE A MATERIAL THAT WAS A RESULT OF ACADEMIC RESEARCH, THAT WAS AN EDUCATIONAL INTERVATION ON THE HISTORY CLASSES. IT IS IMPORTANT TO NOTE THAT TO SEEK A TRANSFORMATIVE EDUCATION IT’S ONE OF THE CENTRAL ELEMENTS IN THE ACADEMIC’S THEORIC PRODUCTION, AND, TO ACCHIEVE A WORK THAT CORRELATES THE THEORIC ANALYSIS WITH EDUCATIONAL PRACTICE HAS DEVELOPED CLOSE LINKS WITH UNIVERSITY X SCHOOL, A EXTREMELY ESSENCIAL DIALOGUE. IN THIS PROCESS WE USED A DIVERSE BIBLIOGRAPHY ABOUT HISTORY TEACHING, HISTORIC CONSCIENCE, TEXTBOOKS AND ANOTHER RESOURCES, WOMEN’S HISTORY, FEMINISM, AMONG OTHERS FUNDAMENTAL ISSUES TO THE RESEARCH DEVELOPMENT. AUTHOR’S LIKE JÖRN RÜSEN, PAULO FREIRE, CIRCE BITTENCOURT, ISABEL BARCA, MICHELLE PERROT, AMONG OTHERS, WERE IMPORTANT FOR THE THEORETICAL FUNDAMENTS FOR THE DEVELOPEMENT OF THIS REPORT. THE WHOLE PROCESS OF THE REPORT AND SPECIAL SECTION DEVELOPMENT CAME TOGETHER WITH A SELF CRITICISM BY MY EDUCATIONAL PRACTICE, THROUGH ALL OF MY TEACHING YEARS IN THE CITY'S AND STATE MUNICIPAL EDUCATION SYSTEM, IN GOIÁS. THE FINAL PRODUCT OF THIS REPORTS IS A RESULT OF A INSISTENT SEARCH FOR THE GENDER’S EQUALITY PROMOTION THROUGH HISTORY TEACHING.",JULIANA KUMMER PERINAZZO,HISTÓRIA,HISTÓRIA,LILIAN MARTA GRISOLIO MENDES
1378300,2016,HISTORIA,O EGITO COMO COMPONENTE CURRICULAR DE HISTÓRIA: DESAFIOS E POSSIBILIDADES NO ENSINO DE HISTÓRIA DA ÁFRICA,DISSERTAÇÃO,"STUDIES OF ANCIENT EGYPT HAS TRADITIONALLY FIGURED IN THE CURRICULUM OF HISTORY. THE TEXTBOOKS OF HISTORY HAVE BUILT REPRESENTATIONS OF EGYPT AND THROUGH THEM SPREAD A PERSPECTIVE THAT HIDES THE AFRICANITY OF EGYPT, IT HIDES IMPORTANT CHAPTER OF THE HISTORY OF THE CONTRIBUTIONS OF AFRICAN POPULATIONS TO THE CONSTRUCTION OF HUMAN SOCIETIES. THIS STUDY WILL ANALYZE THESE IMAGES AND ALSO IT TO PROPOSE THE DEVELOPMENT OF TEACHING MATERIALS CONCERNING THE HISTORY OF THIS SOCIETY THAT SEEKS TO HIGHLIGHT THE AFRICANITY OF EGYPT AND THE IMPORTANCE OF THE HISTORY OF ANCIENT AFRICAN SOCIETIES TO THE DECONSTRUCTION OF RACIST STEREOTYPES THAT SOUGHT TO BUILD A REPRESENTATION OF THE INFERIORITY OF AFRICAN POPULATIONS AND AFRICAN DESCENT IN RELATION TO EUROPEAN AND EURO DESCENDANTS. TEXTBOOKS WILL BE ANALYZED PRODUCED FROM LAW 10.639 / 3: AND IT WILL SEEK TO VERIFY THAT THE LAW HAS CHANGED OR NOT THE IMAGES OF EGYPTIAN SOCIETY, IF THE AUTHORS REPOSITIONED STUDIES OF EGYPT IN THE SPIRIT OF THE LAW AS AND HOW THEY DID IT.",VIVIANE APARECIDA DA SILVA PAIVA,HISTÓRIA,HISTÓRIA,LUZIA MARCIA RESENDE SILVA
